model,group,target,subject,hop,count,clean_accuracy,poisoned_accuracy,accuracy_drop,epr,flip_rate,flip_count,clean_correct,clean_margin_avg,poisoned_margin_avg,margin_change_avg
Qwen3.5-9B,hub,hub_1,Australia,d5,1000,0.421,0.282,0.139,0.330166270783848,0.39429928741092635,166,421,3.2406250037753708,2.088250001230743,-1.1523750025446278
Qwen3.5-9B,hub,hub_10,Spain,d1,19,0.9473684210526315,0.05263157894736842,0.894736842105263,0.9444444444444444,0.9444444444444444,17,18,4.144736931708298,2.052631590221273,-2.092105341487025
Qwen3.5-9B,hub,hub_10,Spain,d2,76,0.4868421052631579,0.13157894736842105,0.35526315789473684,0.7297297297297297,0.7567567567567568,28,37,3.5131579235528894,1.680098682145686,-1.8330592414072033
Qwen3.5-9B,hub,hub_10,Spain,d3,368,0.41304347826086957,0.22282608695652173,0.19021739130434784,0.46052631578947373,0.5394736842105263,82,152,3.7165421069623887,1.7736073358051805,-1.9429347711572083
Qwen3.5-9B,hub,hub_10,Spain,d4,870,0.45632183908045976,0.23218390804597702,0.22413793103448273,0.49118387909319894,0.5541561712846348,220,397,3.216379309319616,1.800862069589878,-1.415517239729738
Qwen3.5-9B,hub,hub_10,Spain,d5,1000,0.46,0.209,0.251,0.5456521739130434,0.6326086956521739,291,460,3.414500004409296,1.8754999994360841,-1.5390000049732118
Qwen3.5-9B,hub,hub_11,New York City,d1,13,1.0,0.23076923076923078,0.7692307692307692,0.7692307692307692,0.7692307692307693,10,13,6.355769185188155,1.3173077083550966,-5.038461476833058
Qwen3.5-9B,hub,hub_11,New York City,d2,108,0.48148148148148145,0.3148148148148148,0.16666666666666663,0.3461538461538461,0.5,26,52,4.369212949068039,2.09953703758462,-2.2696759114834193
Qwen3.5-9B,hub,hub_11,New York City,d3,365,0.5506849315068493,0.2547945205479452,0.29589041095890406,0.5373134328358209,0.5621890547263682,113,201,3.0489726092487777,2.1450342430439715,-0.9039383662048062
Qwen3.5-9B,hub,hub_11,New York City,d4,1000,0.408,0.268,0.13999999999999996,0.3431372549019607,0.4583333333333333,187,408,3.476875001744629,2.1422499990267534,-1.3346250027178757
Qwen3.5-9B,hub,hub_11,New York City,d5,1000,0.419,0.208,0.211,0.5035799522673031,0.5704057279236276,239,419,3.832125001864537,1.8841874999480788,-1.9479375019164582
Qwen3.5-9B,hub,hub_12,University of Cambridge,d1,16,0.5,0.0625,0.4375,0.875,0.875,7,8,4.937499982455847,4.296875016647391,-0.6406249658084562
Qwen3.5-9B,hub,hub_12,University of Cambridge,d2,68,0.5294117647058824,0.16176470588235295,0.36764705882352944,0.6944444444444445,0.75,27,36,3.5919117458187806,1.6433823455008678,-1.9485294003179128
Qwen3.5-9B,hub,hub_12,University of Cambridge,d3,347,0.5446685878962536,0.17002881844380405,0.3746397694524496,0.6878306878306879,0.7301587301587301,138,189,3.1945244977757286,1.7561239187574813,-1.4384005790182472
Qwen3.5-9B,hub,hub_12,University of Cambridge,d4,1000,0.482,0.169,0.31299999999999994,0.6493775933609958,0.7074688796680498,341,482,3.4208125013419632,1.8305624970967764,-1.5902500042451868
Qwen3.5-9B,hub,hub_12,University of Cambridge,d5,1000,0.402,0.173,0.22900000000000004,0.5696517412935324,0.6194029850746269,249,402,3.359437497408624,2.2202500019192812,-1.1391874954893426
Qwen3.5-9B,hub,hub_13,Harvard University,d1,11,0.5454545454545454,0.0,0.5454545454545454,1.0,1.0,6,6,4.204545461784371,2.147727296772328,-2.056818165012043
Qwen3.5-9B,hub,hub_13,Harvard University,d2,77,0.5844155844155844,0.14285714285714285,0.44155844155844154,0.7555555555555555,0.7777777777777778,35,45,4.797077936170412,1.6331168730537613,-3.163961063116651
Qwen3.5-9B,hub,hub_13,Harvard University,d3,340,0.5705882352941176,0.08529411764705883,0.48529411764705876,0.8505154639175257,0.8608247422680413,167,194,3.4643382338337902,1.5647058803567608,-1.8996323534770294
Qwen3.5-9B,hub,hub_13,Harvard University,d4,1000,0.457,0.144,0.31300000000000006,0.6849015317286653,0.7264770240700219,332,457,3.574500002260065,1.4749375005948824,-2.099562501665183
Qwen3.5-9B,hub,hub_13,Harvard University,d5,1000,0.411,0.095,0.31599999999999995,0.7688564476885644,0.7931873479318735,326,411,3.5101250020049193,1.6608750002606538,-1.8492500017442655
Qwen3.5-9B,hub,hub_14,Apple Inc.,d1,12,0.5833333333333334,0.08333333333333333,0.5,0.8571428571428571,0.8571428571428571,6,7,4.791666600103781,2.937499966355972,-1.854166633747809
Qwen3.5-9B,hub,hub_14,Apple Inc.,d2,61,0.6065573770491803,0.13114754098360656,0.47540983606557374,0.7837837837837838,0.7837837837837838,29,37,4.81147540528728,1.856557381270667,-2.954918024016613
Qwen3.5-9B,hub,hub_14,Apple Inc.,d3,314,0.5796178343949044,0.07643312101910828,0.5031847133757962,0.8681318681318682,0.8956043956043956,163,182,3.16839172023832,1.386743630278132,-1.7816480899601879
Qwen3.5-9B,hub,hub_14,Apple Inc.,d4,1000,0.418,0.082,0.33599999999999997,0.8038277511961722,0.8253588516746412,345,418,3.597500006814989,1.6112499981860164,-1.9862500086289727
Qwen3.5-9B,hub,hub_14,Apple Inc.,d5,1000,0.437,0.075,0.362,0.8283752860411899,0.8604118993135011,376,437,3.573562496056469,1.3901875023278407,-2.1833749937286284
Qwen3.5-9B,hub,hub_15,University of Oxford,d1,17,0.4117647058823529,0.23529411764705882,0.1764705882352941,0.42857142857142855,0.5714285714285714,4,7,4.544117563150769,1.9044117750052143,-2.6397057881455543
Qwen3.5-9B,hub,hub_15,University of Oxford,d2,77,0.5844155844155844,0.44155844155844154,0.14285714285714285,0.24444444444444444,0.3111111111111111,14,45,3.448051927096812,1.6071428522896989,-1.8409090748071133
Qwen3.5-9B,hub,hub_15,University of Oxford,d3,306,0.4738562091503268,0.3202614379084967,0.15359477124183007,0.3241379310344828,0.36551724137931035,53,145,3.0420751677915643,1.591094778584365,-1.4509803892071993
Qwen3.5-9B,hub,hub_15,University of Oxford,d4,1000,0.511,0.329,0.182,0.3561643835616438,0.40313111545988256,206,511,3.3409999960826826,1.6563750027105852,-1.6846249933720974
Qwen3.5-9B,hub,hub_15,University of Oxford,d5,1000,0.405,0.295,0.11000000000000004,0.27160493827160503,0.36049382716049383,146,405,3.4023125040900597,1.655937499543419,-1.7463750045466406
Qwen3.5-9B,hub,hub_2,China,d1,5,0.4,0.0,0.4,1.0,1.0,2,2,3.7750000175554304,4.449999922161806,0.6749999046063753
Qwen3.5-9B,hub,hub_2,China,d2,41,0.7073170731707317,0.0975609756097561,0.6097560975609756,0.8620689655172414,0.9310344827586207,27,29,2.932926830846998,3.0304878024546227,0.09756097160762467
Qwen3.5-9B,hub,hub_2,China,d3,130,0.45384615384615384,0.046153846153846156,0.4076923076923077,0.8983050847457628,0.9152542372881356,54,59,2.9278846098119033,4.159615410093186,1.2317308002812823
Qwen3.5-9B,hub,hub_2,China,d4,276,0.31521739130434784,0.06884057971014493,0.2463768115942029,0.7816091954022989,0.8160919540229885,71,87,2.58310688088249,3.534873184887608,0.9517663040051181
Qwen3.5-9B,hub,hub_2,China,d5,493,0.537525354969574,0.2697768762677485,0.2677484787018255,0.49811320754716976,0.539622641509434,143,265,3.2321247448372556,2.777510136178734,-0.45461460865852166
Qwen3.5-9B,hub,hub_3,United States,d1,28,0.8214285714285714,0.35714285714285715,0.46428571428571425,0.5652173913043478,0.6086956521739131,14,23,5.013392852261729,2.2276785924831137,-2.7857142597786155
Qwen3.5-9B,hub,hub_3,United States,d2,205,0.5707317073170731,0.18048780487804877,0.39024390243902435,0.6837606837606838,0.7008547008547008,82,117,3.1969512143828225,1.8542682905289594,-1.3426829238538631
Qwen3.5-9B,hub,hub_3,United States,d3,954,0.4549266247379455,0.22955974842767296,0.22536687631027252,0.4953917050691244,0.5691244239631337,247,434,3.863011007312968,1.849384170503024,-2.0136268368099444
Qwen3.5-9B,hub,hub_3,United States,d4,1000,0.418,0.148,0.27,0.645933014354067,0.6770334928229665,283,418,3.768937502627872,1.713687499976426,-2.055250002651446
Qwen3.5-9B,hub,hub_3,United States,d5,1000,0.436,0.118,0.318,0.7293577981651377,0.7591743119266054,331,436,3.5768125013188548,1.8418125009594368,-1.735000000359418
Qwen3.5-9B,hub,hub_4,England,d1,15,1.0,0.0,1.0,1.0,1.0,15,15,5.225000000849832,0.8583333233992259,-4.366666677450606
Qwen3.5-9B,hub,hub_4,England,d2,117,0.48717948717948717,0.1623931623931624,0.32478632478632474,0.6666666666666666,0.6842105263157895,39,57,2.783119663860575,1.6816239153486716,-1.1014957485119035
Qwen3.5-9B,hub,hub_4,England,d3,614,0.42833876221498374,0.2182410423452769,0.21009771986970685,0.49049429657794674,0.5437262357414449,143,263,3.119096091525022,2.0317589571897727,-1.0873371343352494
Qwen3.5-9B,hub,hub_4,England,d4,1000,0.433,0.258,0.175,0.4041570438799076,0.4618937644341801,200,433,3.0730000004513496,2.0665625012593956,-1.006437499191954
Qwen3.5-9B,hub,hub_4,England,d5,1000,0.374,0.198,0.176,0.47058823529411764,0.5187165775401069,194,374,3.2903749958195987,1.9268750009214237,-1.363499994898175
Qwen3.5-9B,hub,hub_5,India,d1,23,0.9130434782608695,0.17391304347826086,0.7391304347826086,0.8095238095238095,0.8571428571428571,18,21,4.842391303411442,4.451086993045781,-0.39130431036566105
Qwen3.5-9B,hub,hub_5,India,d2,147,0.5306122448979592,0.12244897959183673,0.40816326530612246,0.7692307692307692,0.8076923076923077,63,78,3.323979599895922,1.8771258460111888,-1.446853753884733
Qwen3.5-9B,hub,hub_5,India,d3,614,0.4006514657980456,0.2263843648208469,0.17426710097719872,0.43495934959349597,0.508130081300813,125,246,3.251221503298652,1.7497964180808865,-1.5014250852177653
Qwen3.5-9B,hub,hub_5,India,d4,1000,0.384,0.208,0.17600000000000002,0.45833333333333337,0.5416666666666666,208,384,3.032437501367138,2.2620000010155636,-0.7704375003515742
Qwen3.5-9B,hub,hub_5,India,d5,1000,0.442,0.179,0.263,0.5950226244343891,0.6855203619909502,303,442,3.4276250017811583,2.315812500932756,-1.1118125008484023
Qwen3.5-9B,hub,hub_6,Italy,d1,19,0.8421052631578947,0.0,0.8421052631578947,1.0,1.0,16,16,4.914473712390693,0.5065789442313345,-4.407894768159359
Qwen3.5-9B,hub,hub_6,Italy,d2,94,0.7978723404255319,0.06382978723404255,0.7340425531914894,0.92,0.92,69,75,4.022606385107019,0.8351063749733123,-3.1875000101337063
Qwen3.5-9B,hub,hub_6,Italy,d3,558,0.43189964157706096,0.27956989247311825,0.1523297491039427,0.3526970954356847,0.46473029045643155,112,241,3.2576164853252454,1.163418459739389,-2.0941980255858565
Qwen3.5-9B,hub,hub_6,Italy,d4,1000,0.399,0.157,0.24200000000000002,0.606516290726817,0.6691729323308271,267,399,3.152499998608866,1.2723125000263098,-1.8801874985825562
Qwen3.5-9B,hub,hub_6,Italy,d5,1000,0.494,0.206,0.28800000000000003,0.5829959514170041,0.6639676113360324,328,494,3.380187496949729,1.2363750007967464,-2.1438124961529827
Qwen3.5-9B,hub,hub_7,Germany,d1,24,0.875,0.041666666666666664,0.8333333333333334,0.9523809523809524,0.9523809523809523,20,21,4.2031250044916915,1.562499989445011,-2.6406250150466803
Qwen3.5-9B,hub,hub_7,Germany,d2,136,0.5294117647058824,0.40441176470588236,0.125,0.2361111111111111,0.2638888888888889,19,72,3.8759191115350404,2.1976102988720574,-1.678308812662983
Qwen3.5-9B,hub,hub_7,Germany,d3,548,0.46167883211678834,0.34124087591240876,0.12043795620437958,0.26086956521739135,0.3241106719367589,82,253,3.58188868943114,2.4160583959144617,-1.1658302935166782
Qwen3.5-9B,hub,hub_7,Germany,d4,1000,0.439,0.324,0.11499999999999999,0.26195899772209563,0.32801822323462415,144,439,3.263249999686872,2.3386250005597247,-0.9246249991271474
Qwen3.5-9B,hub,hub_7,Germany,d5,1000,0.408,0.298,0.10999999999999999,0.2696078431372549,0.35294117647058826,144,408,3.4212499983755333,2.5011249974793026,-0.9201250008962307
Qwen3.5-9B,hub,hub_8,Canada,d1,21,1.0,0.047619047619047616,0.9523809523809523,0.9523809523809523,0.9523809523809523,20,21,4.976190505992799,3.845238083707435,-1.1309524222853637
Qwen3.5-9B,hub,hub_8,Canada,d2,117,0.7606837606837606,0.5299145299145299,0.23076923076923073,0.3033707865168539,0.3146067415730337,28,89,4.127136747421807,2.12553418331887,-2.0016025641029374
Qwen3.5-9B,hub,hub_8,Canada,d3,535,0.39065420560747666,0.29345794392523367,0.09719626168224299,0.24880382775119617,0.3253588516746411,68,209,3.627336449053157,2.565186917979627,-1.0621495310735298
Qwen3.5-9B,hub,hub_8,Canada,d4,1000,0.419,0.306,0.11299999999999999,0.26968973747016706,0.3341288782816229,140,419,3.196374999111969,2.3376249975502725,-0.8587500015616967
Qwen3.5-9B,hub,hub_8,Canada,d5,1000,0.433,0.332,0.10099999999999998,0.23325635103926093,0.3187066974595843,138,433,3.1677500016792037,2.2200000042811734,-0.9477499973980303
Qwen3.5-9B,hub,hub_9,France,d1,28,0.8214285714285714,0.32142857142857145,0.49999999999999994,0.608695652173913,0.6086956521739131,14,23,4.60044644527183,1.5848214417097293,-3.015625003562101
Qwen3.5-9B,hub,hub_9,France,d2,135,0.4074074074074074,0.21481481481481482,0.19259259259259257,0.47272727272727266,0.509090909090909,28,55,3.2467592850973164,1.4981481486353678,-1.7486111364619485
Qwen3.5-9B,hub,hub_9,France,d3,459,0.3769063180827887,0.22004357298474944,0.15686274509803924,0.41618497109826597,0.4797687861271676,83,173,3.0860566486598677,1.718954248401521,-1.3671024002583467
Qwen3.5-9B,hub,hub_9,France,d4,1000,0.441,0.257,0.184,0.41723356009070295,0.4557823129251701,201,441,3.2544999963342054,1.8221250015203259,-1.4323749948138795
Qwen3.5-9B,hub,hub_9,France,d5,1000,0.455,0.297,0.15800000000000003,0.3472527472527473,0.4153846153846154,189,455,3.0848124989476857,1.9319374983444577,-1.152875000603228
Qwen3.5-9B,random,random_1,Tommie Connor,d1,7,0.0,0.0,0.0,,,0,0,3.2321428523531983,6.499999939135575,3.267857086782377
Qwen3.5-9B,random,random_1,Tommie Connor,d2,18,0.6666666666666666,0.3888888888888889,0.27777777777777773,0.41666666666666663,0.5,6,12,3.0277777575215117,3.8611111518508148,0.8333333943293031
Qwen3.5-9B,random,random_1,Tommie Connor,d3,126,0.6111111111111112,0.2698412698412698,0.34126984126984133,0.5584415584415585,0.6233766233766234,48,77,3.8849206361203596,3.278769849469961,-0.6061507866503986
Qwen3.5-9B,random,random_1,Tommie Connor,d4,550,0.5345454545454545,0.22,0.3145454545454546,0.58843537414966,0.6156462585034014,181,294,3.572727276688291,3.1246590915836383,-0.4480681851046526
Qwen3.5-9B,random,random_1,Tommie Connor,d5,1000,0.457,0.271,0.186,0.4070021881838074,0.48358862144420134,221,457,3.605499998671752,3.4595000023790563,-0.14599999629269567
Qwen3.5-9B,random,random_10,Divya,d1,4,0.25,0.0,0.25,1.0,1.0,1,1,1.8124999590218067,3.374999990744982,1.5625000317231752
Qwen3.5-9B,random,random_10,Divya,d2,41,0.7317073170731707,0.2926829268292683,0.43902439024390244,0.6,0.6666666666666666,20,30,4.530487819675572,2.2957316945397817,-2.23475612513579
Qwen3.5-9B,random,random_10,Divya,d3,243,0.5390946502057613,0.27983539094650206,0.25925925925925924,0.4809160305343511,0.5114503816793893,67,131,3.7680041226425445,2.331018522024572,-1.4369856006179726
Qwen3.5-9B,random,random_10,Divya,d4,1000,0.498,0.258,0.24,0.4819277108433735,0.5582329317269076,278,498,3.2211250000743967,2.007562497453735,-1.2135625026206616
Qwen3.5-9B,random,random_10,Divya,d5,1000,0.44,0.23,0.21,0.47727272727272724,0.5340909090909091,235,440,3.3330000015588883,1.9217499998361454,-1.411250001722743
Qwen3.5-9B,random,random_11,"Madison, Wisconsin",d1,2,1.0,0.5,0.5,0.5,0.5,1,2,5.812500177766196,4.000000035855919,-1.8125001419102773
Qwen3.5-9B,random,random_11,"Madison, Wisconsin",d2,29,0.8275862068965517,0.4482758620689655,0.3793103448275862,0.4583333333333333,0.5,12,24,5.090517244197364,2.745689657259861,-2.344827586937503
Qwen3.5-9B,random,random_11,"Madison, Wisconsin",d3,205,0.5756097560975609,0.17560975609756097,0.39999999999999997,0.6949152542372882,0.711864406779661,84,118,3.1945121898426585,1.6228658549464876,-1.571646334896171
Qwen3.5-9B,random,random_11,"Madison, Wisconsin",d4,954,0.449685534591195,0.279874213836478,0.169811320754717,0.37762237762237766,0.4825174825174825,207,429,3.8639281990828476,1.679179770374364,-2.1847484287084837
Qwen3.5-9B,random,random_11,"Madison, Wisconsin",d5,1000,0.401,0.188,0.21300000000000002,0.5311720698254364,0.5885286783042394,236,401,3.8265624932664286,1.542187497668172,-2.284374995598257
Qwen3.5-9B,random,random_12,Shenu Agarwal,d1,7,0.2857142857142857,0.0,0.2857142857142857,1.0,1.0,2,2,3.3392856972558156,5.285714302864757,1.9464286056089413
Qwen3.5-9B,random,random_12,Shenu Agarwal,d2,49,0.7959183673469388,0.6122448979591837,0.18367346938775508,0.23076923076923075,0.23076923076923078,9,39,4.247448980426938,2.5280612262669115,-1.7193877541600266
Qwen3.5-9B,random,random_12,Shenu Agarwal,d3,201,0.47761194029850745,0.31343283582089554,0.16417910447761191,0.34374999999999994,0.4270833333333333,41,96,3.1865671756965472,2.304726367870772,-0.8818408078257751
Qwen3.5-9B,random,random_12,Shenu Agarwal,d4,673,0.3447251114413076,0.21842496285289748,0.1263001485884101,0.36637931034482757,0.43103448275862066,100,232,3.2109955435182505,2.239970278247162,-0.9710252652710882
Qwen3.5-9B,random,random_12,Shenu Agarwal,d5,1000,0.451,0.297,0.15400000000000003,0.34146341463414637,0.3991130820399113,180,451,3.183187497597217,2.147562501781358,-1.035624995815859
Qwen3.5-9B,random,random_13,Bancolombia,d1,2,0.5,0.0,0.5,1.0,1.0,1,1,2.250000011175871,0.1250000298023224,-2.1249999813735485
Qwen3.5-9B,random,random_13,Bancolombia,d2,14,1.0,0.21428571428571427,0.7857142857142857,0.7857142857142857,0.7857142857142857,11,14,4.205357168460198,1.535714302345046,-2.669642866115152
Qwen3.5-9B,random,random_13,Bancolombia,d3,43,0.7674418604651163,0.13953488372093023,0.627906976744186,0.8181818181818181,0.8181818181818182,27,33,3.947674464039115,2.2529069771719445,-1.6947674868671703
Qwen3.5-9B,random,random_13,Bancolombia,d4,170,0.43529411764705883,0.11176470588235295,0.3235294117647059,0.7432432432432433,0.7432432432432432,55,74,3.3985294205044148,1.7202205916031208,-1.678308828901294
Qwen3.5-9B,random,random_13,Bancolombia,d5,433,0.5034642032332564,0.3187066974595843,0.18475750577367206,0.3669724770642202,0.3944954128440367,86,218,3.176963048067984,1.6841801396123721,-1.492782908455612
Qwen3.5-9B,random,random_14,Chelsea F.C. plc,d1,9,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.8571428571428572,0.8571428571428571,6,7,3.3472221780878804,1.7222222089767456,-1.6249999691111348
Qwen3.5-9B,random,random_14,Chelsea F.C. plc,d2,43,0.46511627906976744,0.20930232558139536,0.2558139534883721,0.55,0.6,12,20,4.7180232695387785,1.6686046709804687,-3.0494185985583098
Qwen3.5-9B,random,random_14,Chelsea F.C. plc,d3,198,0.6060606060606061,0.2878787878787879,0.3181818181818182,0.525,0.575,69,120,3.743686867675584,1.3945707083171741,-2.34911615935841
Qwen3.5-9B,random,random_14,Chelsea F.C. plc,d4,794,0.4987405541561713,0.29219143576826195,0.20654911838790935,0.4141414141414142,0.4621212121212121,183,396,3.3277707785365838,1.4226227972359733,-1.9051479813006105
Qwen3.5-9B,random,random_14,Chelsea F.C. plc,d5,1000,0.392,0.239,0.15300000000000002,0.39030612244897966,0.4642857142857143,182,392,3.3244374997773773,1.5982500001321314,-1.726187499645246
Qwen3.5-9B,random,random_15,Errol Flynn,d1,7,0.5714285714285714,0.0,0.5714285714285714,1.0,1.0,4,4,3.535714343456285,2.5535714807254926,-0.9821428627307927
Qwen3.5-9B,random,random_15,Errol Flynn,d2,38,0.7894736842105263,0.3157894736842105,0.4736842105263158,0.6,0.6,18,30,3.457236822366739,1.858552623540163,-1.598684198826576
Qwen3.5-9B,random,random_15,Errol Flynn,d3,196,0.47959183673469385,0.30612244897959184,0.173469387755102,0.36170212765957444,0.44680851063829785,42,94,3.8405612163282505,2.1077806204319836,-1.732780595896267
Qwen3.5-9B,random,random_15,Errol Flynn,d4,866,0.48036951501154734,0.28752886836027713,0.1928406466512702,0.4014423076923077,0.4543269230769231,189,416,3.5443851022237163,2.31560334330754,-1.2287817589161762
Qwen3.5-9B,random,random_15,Errol Flynn,d5,1000,0.448,0.282,0.16600000000000004,0.37053571428571436,0.41964285714285715,188,448,3.228249999857508,2.4685624996180997,-0.7596875002394081
Qwen3.5-9B,random,random_2,"Carnation, Lily, Lily, Rose",d1,5,0.8,0.0,0.8,1.0,1.0,4,4,3.724999997857958,1.074999988079071,-2.650000009778887
Qwen3.5-9B,random,random_2,"Carnation, Lily, Lily, Rose",d2,24,0.5,0.4166666666666667,0.08333333333333331,0.16666666666666663,0.4166666666666667,5,12,2.9218750124370367,1.973958305704097,-0.9479167067329397
Qwen3.5-9B,random,random_2,"Carnation, Lily, Lily, Rose",d3,124,0.5725806451612904,0.3548387096774194,0.217741935483871,0.38028169014084506,0.4507042253521127,32,71,4.15524193508428,2.2741935491381633,-1.8810483859461171
Qwen3.5-9B,random,random_2,"Carnation, Lily, Lily, Rose",d4,658,0.5531914893617021,0.2613981762917933,0.29179331306990886,0.5274725274725275,0.5769230769230769,210,364,3.388107905879163,2.1244300888171193,-1.2636778170620437
Qwen3.5-9B,random,random_2,"Carnation, Lily, Lily, Rose",d5,1000,0.493,0.284,0.20900000000000002,0.42393509127789053,0.4949290060851927,244,493,3.4894999973386147,1.779312499766238,-1.7101874975723768
Qwen3.5-9B,random,random_3,Lawren Harris,d1,3,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1,1,4.791666635933022,1.6249999872719247,-3.1666666486610975
Qwen3.5-9B,random,random_3,Lawren Harris,d2,21,1.0,0.047619047619047616,0.9523809523809523,0.9523809523809523,0.9523809523809523,20,21,4.976190505992799,1.9047618964243502,-3.071428609568448
Qwen3.5-9B,random,random_3,Lawren Harris,d3,117,0.7606837606837606,0.5128205128205128,0.24786324786324787,0.3258426966292135,0.3595505617977528,32,89,4.125000000140669,1.7467948804394557,-2.378205119701213
Qwen3.5-9B,random,random_3,Lawren Harris,d4,535,0.39626168224299063,0.2542056074766355,0.14205607476635512,0.3584905660377358,0.44339622641509435,94,212,3.6289719677673844,1.7585280358270203,-1.870443931940364
Qwen3.5-9B,random,random_3,Lawren Harris,d5,1000,0.409,0.232,0.17699999999999996,0.432762836185819,0.49144254278728605,201,409,3.2203749990991635,1.6629375045051566,-1.5574374945940068
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d1,4,0.25,0.0,0.25,1.0,1.0,1,1,3.2812499459832907,2.468749960884452,-0.8124999850988388
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d2,25,0.4,0.2,0.2,0.5,0.7,7,10,2.6449999954458328,1.6850000079721212,-0.9599999874737115
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d3,113,0.5221238938053098,0.2831858407079646,0.23893805309734517,0.45762711864406785,0.5254237288135594,31,59,3.6144911374449133,1.693584077010772,-1.9209070604341414
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d4,454,0.5506607929515418,0.2356828193832599,0.3149779735682819,0.572,0.616,154,250,3.4520925156982436,1.5216134390629632,-1.9304790766352804
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d5,1000,0.458,0.26,0.198,0.43231441048034935,0.5,229,458,3.302000003533045,1.81250000254286,-1.489500000990185
Qwen3.5-9B,random,random_5,Paris Saint-Germain Judo,d1,3,1.0,0.0,1.0,1.0,1.0,3,3,3.708333314706882,6.666666822934833,2.9583335082279514
Qwen3.5-9B,random,random_5,Paris Saint-Germain Judo,d2,34,0.7647058823529411,0.08823529411764706,0.676470588235294,0.8846153846153846,0.8846153846153846,23,26,3.9411764885444427,2.5257352889405893,-1.4154411996038534
Qwen3.5-9B,random,random_5,Paris Saint-Germain Judo,d3,175,0.44,0.11428571428571428,0.32571428571428573,0.7402597402597403,0.8051948051948052,62,77,3.042500003444979,2.652857144725775,-0.389642858719204
Qwen3.5-9B,random,random_5,Paris Saint-Germain Judo,d4,599,0.41569282136894825,0.17195325542570952,0.24373956594323873,0.5863453815261044,0.6305220883534136,157,249,3.1357470789013324,2.1098706228354978,-1.0258764560658347
Qwen3.5-9B,random,random_5,Paris Saint-Germain Judo,d5,1000,0.473,0.158,0.31499999999999995,0.6659619450317124,0.6955602536997886,329,473,3.09949999663153,2.0451250028166323,-1.0543749938148976
Qwen3.5-9B,random,random_6,Silappadikaram,d1,6,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,2,2,4.229166685681169,1.812500028560559,-2.4166666571206097
Qwen3.5-9B,random,random_6,Silappadikaram,d2,21,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.25,0.25,2,8,4.1904761520619065,2.220238090758877,-1.9702380613030295
Qwen3.5-9B,random,random_6,Silappadikaram,d3,76,0.5789473684210527,0.42105263157894735,0.1578947368421053,0.2727272727272728,0.38636363636363635,17,44,3.9671052785408008,1.7253289345137186,-2.241776344027082
Qwen3.5-9B,random,random_6,Silappadikaram,d4,320,0.55,0.296875,0.25312500000000004,0.46022727272727276,0.5,88,176,3.5578125050620883,1.3496093729540006,-2.2082031321080877
Qwen3.5-9B,random,random_6,Silappadikaram,d5,1000,0.468,0.282,0.18600000000000005,0.3974358974358975,0.47649572649572647,223,468,3.270187502789413,1.4922499985627364,-1.7779375042266767
Qwen3.5-9B,random,random_7,David Bell,d1,12,0.08333333333333333,0.0,0.08333333333333333,1.0,1.0,1,1,1.5729166467984517,0.6666666666666666,-0.906249980131785
Qwen3.5-9B,random,random_7,David Bell,d2,84,0.7738095238095238,0.4166666666666667,0.35714285714285715,0.4615384615384615,0.5076923076923077,33,65,4.7782738078151725,1.62648807754851,-3.1517857302666625
Qwen3.5-9B,random,random_7,David Bell,d3,470,0.5148936170212766,0.20851063829787234,0.30638297872340425,0.5950413223140496,0.6322314049586777,153,242,3.4398936140126217,1.4409574443642843,-1.9989361696483374
Qwen3.5-9B,random,random_7,David Bell,d4,1000,0.436,0.252,0.184,0.4220183486238532,0.48623853211009177,212,436,3.4355000000241853,1.4713749989410863,-1.964125001083099
Qwen3.5-9B,random,random_7,David Bell,d5,1000,0.395,0.19,0.20500000000000002,0.5189873417721519,0.5848101265822785,231,395,3.4857500006042463,1.500875000462518,-1.9848750001417284
Qwen3.5-9B,random,random_8,Jane Harrington,d1,7,0.0,0.0,0.0,,,0,0,2.714285712156977,3.7500000655917183,1.0357143534347415
Qwen3.5-9B,random,random_8,Jane Harrington,d2,66,0.6060606060606061,0.48484848484848486,0.12121212121212122,0.2,0.35,14,40,4.066287872175136,2.284090900589063,-1.7821969715860728
Qwen3.5-9B,random,random_8,Jane Harrington,d3,376,0.5159574468085106,0.2632978723404255,0.2526595744680851,0.4896907216494846,0.5412371134020618,105,194,3.27027925275062,1.7152593136982413,-1.5550199390523787
Qwen3.5-9B,random,random_8,Jane Harrington,d4,1000,0.426,0.255,0.17099999999999999,0.4014084507042253,0.4694835680751174,200,426,3.708187502912777,1.7925000015353434,-1.9156875013774335
Qwen3.5-9B,random,random_8,Jane Harrington,d5,1000,0.381,0.195,0.186,0.4881889763779527,0.5538057742782152,211,381,3.5513749983403393,1.6816874989086064,-1.869687499431733
Qwen3.5-9B,random,random_9,John Cohen,d1,3,0.0,0.0,0.0,,,0,0,1.1666666666666667,2.8333333001161614,1.6666666334494946
