model,group,target,subject,hop,count,clean_accuracy,poisoned_accuracy,accuracy_drop,epr,flip_rate,flip_count,clean_correct,clean_margin_avg,poisoned_margin_avg,margin_change_avg
Qwen3.5-2B,random,random_10,Divya,d5,1000,0.327,0.167,0.16,0.4892966360856269,0.5321100917431193,174,327,2.9141249985283357,2.502625006274997,-0.41149999225333866
Qwen3.5-2B,random,random_11,"Madison, Wisconsin",d1,2,1.0,0.5,0.5,0.5,0.5,1,2,4.750000104308128,2.1249999292194843,-2.625000175088644
Qwen3.5-2B,random,random_11,"Madison, Wisconsin",d2,29,0.8620689655172413,0.4482758620689655,0.4137931034482758,0.48,0.52,13,25,5.012931068757035,4.075431092212716,-0.937499976544319
Qwen3.5-2B,random,random_11,"Madison, Wisconsin",d3,205,0.47317073170731705,0.3951219512195122,0.07804878048780484,0.16494845360824734,0.16494845360824742,16,97,2.7737804929867798,2.6280487959524446,-0.1457316970343352
Qwen3.5-2B,random,random_11,"Madison, Wisconsin",d4,954,0.2966457023060797,0.25157232704402516,0.045073375262054516,0.15194346289752653,0.3003533568904594,85,283,3.20702305674682,3.6310927647832605,0.4240697080364404
Qwen3.5-2B,random,random_11,"Madison, Wisconsin",d5,1000,0.292,0.207,0.08499999999999999,0.2910958904109589,0.3767123287671233,110,292,3.147812500216474,3.0693125032709903,-0.07849999694548382
Qwen3.5-2B,random,random_12,Shenu Agarwal,d1,7,0.2857142857142857,0.0,0.2857142857142857,1.0,1.0,2,2,2.9642857001828298,4.928571424829507,1.9642857246466776
Qwen3.5-2B,random,random_12,Shenu Agarwal,d2,49,0.6326530612244898,0.14285714285714285,0.489795918367347,0.7741935483870968,0.7741935483870968,24,31,3.464285709621974,2.2423469369199927,-1.2219387727019813
Qwen3.5-2B,random,random_12,Shenu Agarwal,d3,201,0.39800995024875624,0.14925373134328357,0.24875621890547267,0.625,0.65,52,80,2.6492537268332033,2.1791044750731015,-0.4701492517601018
Qwen3.5-2B,random,random_12,Shenu Agarwal,d4,673,0.26448736998514116,0.1099554234769688,0.15453194650817237,0.5842696629213483,0.6292134831460674,112,178,3.0161589939918896,2.220375186701431,-0.7957838072904586
Qwen3.5-2B,random,random_12,Shenu Agarwal,d5,1000,0.353,0.135,0.21799999999999997,0.6175637393767704,0.6543909348441926,231,353,2.738000002449553,1.9751250018602005,-0.7628750005893525
Qwen3.5-2B,random,random_13,Bancolombia,d1,2,0.5,0.5,0.0,0.0,0.0,0,1,1.0625,8.499999785119144,7.437499785119144
Qwen3.5-2B,random,random_13,Bancolombia,d2,14,1.0,0.8571428571428571,0.1428571428571429,0.1428571428571429,0.14285714285714285,2,14,3.4196428737070943,4.357142839663409,0.9374999659563144
Qwen3.5-2B,random,random_13,Bancolombia,d3,43,0.6511627906976745,0.5581395348837209,0.09302325581395354,0.14285714285714293,0.14285714285714285,4,28,3.546511594882928,3.9345930542872654,0.38808145940433736
Qwen3.5-2B,random,random_13,Bancolombia,d4,170,0.3176470588235294,0.23529411764705882,0.08235294117647057,0.25925925925925924,0.3148148148148148,17,54,3.4360294223701415,4.121691172363396,0.6856617499932542
Qwen3.5-2B,random,random_13,Bancolombia,d5,433,0.4110854503464203,0.3441108545034642,0.06697459584295612,0.16292134831460675,0.2247191011235955,40,178,2.9396651353315084,3.7323902963129867,0.7927251609814783
Qwen3.5-2B,random,random_14,Chelsea F.C. plc,d1,9,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.4285714285714286,0.42857142857142855,3,7,1.6388888996508386,4.486111090453859,2.84722219080302
Qwen3.5-2B,random,random_14,Chelsea F.C. plc,d2,43,0.23255813953488372,0.18604651162790697,0.046511627906976744,0.2,0.4,4,10,3.68023255343419,6.01889532675857,2.33866277332438
Qwen3.5-2B,random,random_14,Chelsea F.C. plc,d3,198,0.5303030303030303,0.4797979797979798,0.0505050505050505,0.09523809523809523,0.19047619047619047,20,105,3.310606072258176,3.897095967301272,0.5864898950430963
Qwen3.5-2B,random,random_14,Chelsea F.C. plc,d4,794,0.371536523929471,0.3337531486146096,0.03778337531486142,0.1016949152542372,0.16610169491525423,49,295,3.0928054243214462,3.6347606981254934,0.5419552738040472
Qwen3.5-2B,random,random_14,Chelsea F.C. plc,d5,1000,0.264,0.225,0.03900000000000001,0.14772727272727273,0.23863636363636365,63,264,2.9214999999844293,3.899749997336032,0.9782499973516026
Qwen3.5-2B,random,random_15,Errol Flynn,d1,7,0.14285714285714285,0.0,0.14285714285714285,1.0,1.0,1,1,5.714285654714331,2.732142828937088,-2.982142825777243
Qwen3.5-2B,random,random_15,Errol Flynn,d2,38,0.5526315789473685,0.3684210526315789,0.18421052631578955,0.3333333333333334,0.38095238095238093,8,21,2.967105300276001,1.858552647552355,-1.108552652723646
Qwen3.5-2B,random,random_15,Errol Flynn,d3,196,0.42857142857142855,0.25510204081632654,0.173469387755102,0.4047619047619047,0.4523809523809524,38,84,3.4706632754069333,1.7710459195505068,-1.6996173558564265
Qwen3.5-2B,random,random_15,Errol Flynn,d4,866,0.3741339491916859,0.20207852193995382,0.1720554272517321,0.45987654320987653,0.5,162,324,2.8898672052237258,2.075274247125917,-0.8145929580978089
Qwen3.5-2B,random,random_15,Errol Flynn,d5,1000,0.304,0.201,0.10299999999999998,0.3388157894736842,0.40131578947368424,122,304,2.855312502097164,2.001437502133078,-0.853874999964086
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d1,5,0.2,0.0,0.2,1.0,1.0,1,1,3.1749999969266356,1.8374999698251486,-1.337500027101487
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d2,24,0.4583333333333333,0.3333333333333333,0.125,0.27272727272727276,0.36363636363636365,4,11,3.031249994567285,2.2213541462163753,-0.8098958483509096
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d3,124,0.5241935483870968,0.2903225806451613,0.23387096774193544,0.44615384615384607,0.5076923076923077,33,65,3.7852822703059625,1.8694556413721595,-1.915826628933803
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d4,658,0.45896656534954405,0.1899696048632219,0.26899696048632216,0.5860927152317881,0.6291390728476821,190,302,3.1117971155311777,1.9672302383103968,-1.1445668772207809
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d5,1000,0.375,0.178,0.197,0.5253333333333333,0.5813333333333334,218,375,3.0314999976035906,2.0609375007903434,-0.9705624968132471
Qwen3.5-2B,random,random_3,Lawren Harris,d1,3,0.0,0.0,0.0,,,0,0,5.416666714474559,4.000000022041301,-1.4166666924332576
Qwen3.5-2B,random,random_3,Lawren Harris,d2,21,0.9523809523809523,0.047619047619047616,0.9047619047619047,0.95,0.95,19,20,4.291666694251554,5.380952413382364,1.0892857191308094
Qwen3.5-2B,random,random_3,Lawren Harris,d3,117,0.5982905982905983,0.49572649572649574,0.10256410256410253,0.17142857142857137,0.21428571428571427,15,70,3.7190171069949147,3.412393165178797,-0.30662394181611763
Qwen3.5-2B,random,random_3,Lawren Harris,d4,535,0.2616822429906542,0.16822429906542055,0.09345794392523363,0.3571428571428571,0.45,63,140,3.2537383105933326,3.388901867830003,0.1351635572366705
Qwen3.5-2B,random,random_3,Lawren Harris,d5,1000,0.262,0.16,0.10200000000000001,0.3893129770992367,0.4732824427480916,124,262,2.7031250074107667,2.7979374989870993,0.09481249157633265
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d1,4,0.5,0.0,0.5,1.0,1.0,2,2,2.3437499250285327,0.890625,-1.4531249250285327
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d2,25,0.4,0.16,0.24000000000000002,0.6,0.6,6,10,2.909999997485429,1.692499991953373,-1.217500005532056
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d3,113,0.4690265486725664,0.18584070796460178,0.2831858407079646,0.6037735849056604,0.6792452830188679,36,53,3.0530973379201445,1.9198008947573042,-1.1332964431628403
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d4,454,0.45374449339207046,0.2511013215859031,0.20264317180616737,0.4466019417475728,0.5097087378640777,105,206,3.262802868385441,1.8693557196152644,-1.3934471487701767
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d5,1000,0.342,0.209,0.13300000000000003,0.38888888888888895,0.45614035087719296,156,342,2.9526249985616304,2.255875002229761,-0.6967499963318695
Qwen3.5-2B,random,random_5,Paris Saint-Germain Judo,d1,3,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.3333333333333333,1,3,2.8750000136593976,6.7916666309320135,3.916666617272616
Qwen3.5-2B,random,random_5,Paris Saint-Germain Judo,d2,34,0.6764705882352942,0.6176470588235294,0.05882352941176472,0.08695652173913045,0.08695652173913043,2,23,3.408088225814829,4.220588241647313,0.8125000158324842
Qwen3.5-2B,random,random_5,Paris Saint-Germain Judo,d3,175,0.38857142857142857,0.33714285714285713,0.051428571428571435,0.13235294117647062,0.17647058823529413,12,68,2.9192857161217503,3.1967857213386535,0.2775000052169032
Qwen3.5-2B,random,random_5,Paris Saint-Germain Judo,d4,599,0.327212020033389,0.25208681135225375,0.07512520868113526,0.22959183673469397,0.3112244897959184,61,196,2.6531719517933348,3.898267948433606,1.2450959966402713
Qwen3.5-2B,random,random_5,Paris Saint-Germain Judo,d5,1000,0.382,0.319,0.063,0.1649214659685864,0.24607329842931938,94,382,2.6299375008979697,3.564000002992092,0.9340625020941222
Qwen3.5-2B,random,random_6,Silappadikaram,d1,6,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,2,2,2.0416667107492685,3.499999998835847,1.4583332880865782
Qwen3.5-2B,random,random_6,Silappadikaram,d2,21,0.42857142857142855,0.19047619047619047,0.23809523809523808,0.5555555555555556,0.6666666666666666,6,9,2.9404761979045966,1.5476190164862644,-1.3928571814183321
Qwen3.5-2B,random,random_6,Silappadikaram,d3,76,0.6052631578947368,0.3157894736842105,0.2894736842105263,0.4782608695652174,0.5652173913043478,26,46,3.638157908174387,2.242598686216776,-1.395559221957611
Qwen3.5-2B,random,random_6,Silappadikaram,d4,320,0.471875,0.2625,0.20937499999999998,0.44370860927152317,0.47019867549668876,71,151,3.111718757411654,1.7476562564639608,-1.3640625009476932
Qwen3.5-2B,random,random_6,Silappadikaram,d5,1000,0.364,0.192,0.172,0.4725274725274725,0.5302197802197802,193,364,2.9813750052816466,1.9808749997448176,-1.000500005536829
Qwen3.5-2B,random,random_7,David Bell,d1,12,0.08333333333333333,0.0,0.08333333333333333,1.0,1.0,1,1,1.4062500211099784,2.489583354908973,1.0833333337989945
Qwen3.5-2B,random,random_7,David Bell,d2,84,0.75,0.6547619047619048,0.09523809523809523,0.12698412698412698,0.14285714285714285,9,63,4.257440489553292,4.026041675279668,-0.23139881427362408
Qwen3.5-2B,random,random_7,David Bell,d3,470,0.40638297872340423,0.3680851063829787,0.03829787234042553,0.09424083769633508,0.14659685863874344,28,191,3.028723407667155,3.629920206002103,0.6011967983349482
Qwen3.5-2B,random,random_7,David Bell,d4,1000,0.297,0.239,0.057999999999999996,0.19528619528619529,0.26936026936026936,80,297,2.8867499992980736,3.8131250023723258,0.9263750030742521
Qwen3.5-2B,random,random_7,David Bell,d5,1000,0.275,0.223,0.05200000000000002,0.18909090909090914,0.24363636363636362,67,275,2.9911874976354884,3.4661250062979234,0.474937508662435
Qwen3.5-2B,random,random_8,Jane Harrington,d1,7,0.0,0.0,0.0,,,0,0,2.035714300615447,1.5178571327456407,-0.5178571678698061
Qwen3.5-2B,random,random_8,Jane Harrington,d2,66,0.5303030303030303,0.3181818181818182,0.2121212121212121,0.39999999999999997,0.42857142857142855,15,35,3.431818191826372,2.2509469687092034,-1.1808712231171685
Qwen3.5-2B,random,random_8,Jane Harrington,d3,376,0.3723404255319149,0.30319148936170215,0.06914893617021273,0.1857142857142856,0.22857142857142856,32,140,2.8068484084571073,2.251163560490897,-0.5556848479662104
Qwen3.5-2B,random,random_8,Jane Harrington,d4,1000,0.289,0.191,0.09799999999999998,0.33910034602076117,0.3944636678200692,114,289,3.2568749981504515,2.4841250019847068,-0.7727499961657447
Qwen3.5-2B,random,random_8,Jane Harrington,d5,1000,0.258,0.162,0.096,0.37209302325581395,0.4186046511627907,108,258,3.0443124993077655,2.2703749973931115,-0.7739375019146539
Qwen3.5-2B,random,random_9,John Cohen,d1,3,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1,1,1.7916667039195697,7.91666658585018,6.12499988193061
Qwen3.5-2B,random,random_9,John Cohen,d2,39,0.8974358974358975,0.8461538461538461,0.05128205128205132,0.05714285714285718,0.08571428571428572,3,35,5.211538477914217,5.573717951087112,0.3621794731728958
Qwen3.5-2B,random,random_9,John Cohen,d3,274,0.3759124087591241,0.34306569343065696,0.03284671532846711,0.08737864077669892,0.1941747572815534,20,103,2.843065695961628,3.781934301769256,0.9388686058076279
Qwen3.5-2B,random,random_9,John Cohen,d4,1000,0.303,0.231,0.07199999999999998,0.23762376237623756,0.3102310231023102,94,303,3.0054374970090576,4.501000004796348,1.49556250778729
Qwen3.5-2B,random,random_9,John Cohen,d5,1000,0.242,0.213,0.028999999999999998,0.11983471074380164,0.25206611570247933,61,242,3.1941875027408533,3.9957500019053533,0.8015624991645001
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d1,1,1.0,0.0,1.0,1.0,1.0,1,1,2.375000074505806,0.4999999403953552,-1.8750001341104507
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d2,28,0.8571428571428571,0.4642857142857143,0.3928571428571428,0.45833333333333326,0.4583333333333333,11,24,4.968750036562726,1.52232143029687,-3.4464286062658562
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d3,205,0.47804878048780486,0.33658536585365856,0.1414634146341463,0.2959183673469387,0.29591836734693877,29,98,2.7737804929867798,2.088719509935245,-0.6850609830515348
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d4,954,0.2966457023060797,0.20649895178197064,0.09014675052410903,0.30388692579505305,0.4169611307420495,118,283,3.203485320388111,3.1030529325035485,-0.10043238788456232
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d5,1000,0.294,0.171,0.12299999999999997,0.4183673469387754,0.4931972789115646,145,294,3.119375005993963,3.083562505064867,-0.035812500929095936
Qwen3.5-2B,tail,tail_10,Pocklington,d1,1,0.0,0.0,0.0,,,0,0,2.7499999180436134,1.625,-1.1249999180436134
Qwen3.5-2B,tail,tail_10,Pocklington,d2,11,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0,6,1.568181810053912,5.318181825658195,3.750000015604283
Qwen3.5-2B,tail,tail_10,Pocklington,d3,55,0.2727272727272727,0.23636363636363636,0.03636363636363635,0.13333333333333328,0.4666666666666667,7,15,2.7386363499078223,3.227272703532468,0.48863635362464564
Qwen3.5-2B,tail,tail_10,Pocklington,d4,186,0.45161290322580644,0.2849462365591398,0.16666666666666663,0.36904761904761896,0.44047619047619047,37,84,3.620295698008743,2.903225805785589,-0.717069892223154
Qwen3.5-2B,tail,tail_10,Pocklington,d5,679,0.43888070692194403,0.28424153166421207,0.15463917525773196,0.3523489932885906,0.40604026845637586,121,298,3.4363033880136045,3.138438878553383,-0.29786450946022125
Qwen3.5-2B,tail,tail_11,"St. John's School, Dorchester",d1,1,0.0,1.0,-1.0,,,0,0,1.6249999701976776,6.999999863328412,5.374999893130735
Qwen3.5-2B,tail,tail_11,"St. John's School, Dorchester",d2,4,0.5,0.0,0.5,1.0,1.0,2,2,1.656250011175871,1.0937500223517418,-0.5624999888241291
Qwen3.5-2B,tail,tail_11,"St. John's School, Dorchester",d3,46,0.8695652173913043,0.8913043478260869,-0.021739130434782594,-0.024999999999999984,0.0,0,40,3.790760883666656,6.138586970436534,2.347826086769878
Qwen3.5-2B,tail,tail_11,"St. John's School, Dorchester",d4,265,0.46037735849056605,0.44150943396226416,0.018867924528301883,0.04098360655737704,0.13934426229508196,17,122,3.1941037755771453,4.331367926615252,1.137264151038107
Qwen3.5-2B,tail,tail_11,"St. John's School, Dorchester",d5,1000,0.252,0.213,0.03900000000000001,0.1547619047619048,0.26587301587301587,67,252,3.131624999726599,5.7136250028446725,2.5820000031180736
Qwen3.5-2B,tail,tail_12,Eric Fisher,d1,1,0.0,0.0,0.0,,,0,0,2.125000089406967,1.7499999701976776,-0.37500011920928955
Qwen3.5-2B,tail,tail_12,Eric Fisher,d2,2,0.5,0.0,0.5,1.0,1.0,1,1,0.5625,1.0624999403953552,0.4999999403953552
Qwen3.5-2B,tail,tail_12,Eric Fisher,d3,45,0.3111111111111111,0.2222222222222222,0.0888888888888889,0.28571428571428575,0.5,7,14,1.5861111039192313,2.5722221923578115,0.9861110884385802
Qwen3.5-2B,tail,tail_12,Eric Fisher,d4,242,0.6570247933884298,0.39669421487603307,0.2603305785123967,0.39622641509433965,0.42138364779874216,67,159,3.292871906503377,2.2892561943351084,-1.0036157121682687
Qwen3.5-2B,tail,tail_12,Eric Fisher,d5,1000,0.376,0.271,0.10499999999999998,0.27925531914893614,0.324468085106383,122,376,2.9058749990356154,2.4783749951604985,-0.4275000038751169
Qwen3.5-2B,tail,tail_13,Haicheng,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,2.6250000298023224,0.375,-2.2500000298023224
Qwen3.5-2B,tail,tail_13,Haicheng,d2,5,0.6,0.4,0.19999999999999996,0.33333333333333326,0.3333333333333333,1,3,3.299999979510903,5.3999999018662495,2.0999999223553463
Qwen3.5-2B,tail,tail_13,Haicheng,d3,41,0.6829268292682927,0.5853658536585366,0.09756097560975618,0.14285714285714296,0.17857142857142858,5,28,2.073170737283895,3.1585365759404715,1.0853658386565765
Qwen3.5-2B,tail,tail_13,Haicheng,d4,130,0.2846153846153846,0.19230769230769232,0.09230769230769229,0.32432432432432423,0.3783783783783784,14,37,2.3749999910790045,3.967307676951,1.5923076858719956
Qwen3.5-2B,tail,tail_13,Haicheng,d5,276,0.2318840579710145,0.17753623188405798,0.05434782608695651,0.23437499999999997,0.3125,20,64,2.2432065250966158,3.404664864455111,1.1614583393584952
Qwen3.5-2B,tail,tail_14,Maude,d1,1,0.0,0.0,0.0,,,0,0,5.999999789521098,0.5,-5.499999789521098
Qwen3.5-2B,tail,tail_14,Maude,d2,7,0.0,0.0,0.0,,,0,0,5.5535714218526016,1.58928567809718,-3.9642857437554215
Qwen3.5-2B,tail,tail_14,Maude,d3,35,0.7142857142857143,0.37142857142857144,0.34285714285714286,0.48,0.56,14,25,4.40357145949799,2.6607142918344056,-1.7428571676635847
Qwen3.5-2B,tail,tail_14,Maude,d4,249,0.41767068273092367,0.2570281124497992,0.1606425702811245,0.38461538461538464,0.40384615384615385,42,104,2.642570280585434,1.793674709989753,-0.8488955705956811
Qwen3.5-2B,tail,tail_14,Maude,d5,1000,0.251,0.172,0.07900000000000001,0.31474103585657376,0.42231075697211157,106,251,2.8864999975872925,2.005250002260611,-0.8812499953266815
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,5.000000050291419,0.625,-4.375000050291419
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d2,4,0.5,0.25,0.25,0.5,0.5,1,2,2.2812499925494194,1.781249988824129,-0.5000000037252903
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d3,34,0.7941176470588235,0.4117647058823529,0.38235294117647056,0.48148148148148145,0.5185185185185185,14,27,4.750000015647589,1.897058829665184,-2.852941185982405
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d4,239,0.48535564853556484,0.30962343096234307,0.17573221757322177,0.36206896551724144,0.3706896551724138,43,116,3.0502092015915396,2.0230125551663387,-1.027196646425201
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d5,1000,0.347,0.244,0.10299999999999998,0.2968299711815562,0.3688760806916426,128,347,3.2818749946441677,2.889625004714064,-0.39224998993010374
Qwen3.5-2B,tail,tail_2,Ivo Andrić,d1,2,0.0,0.0,0.0,,,0,0,3.7500000912696123,3.187499935273081,-0.5625001559965312
Qwen3.5-2B,tail,tail_2,Ivo Andrić,d2,13,0.8461538461538461,0.8461538461538461,0.0,0.0,0.0,0,11,3.730769201092279,3.144230744040285,-0.586538457051994
Qwen3.5-2B,tail,tail_2,Ivo Andrić,d3,23,0.6956521739130435,0.6086956521739131,0.08695652173913038,0.12499999999999992,0.125,2,16,4.47282612930133,4.0624999725361075,-0.41032615676522255
Qwen3.5-2B,tail,tail_2,Ivo Andrić,d4,85,0.15294117647058825,0.09411764705882353,0.05882352941176472,0.3846153846153847,0.5384615384615384,7,13,3.3617646838428783,4.967647069745683,1.605882385902805
Qwen3.5-2B,tail,tail_2,Ivo Andrić,d5,154,0.38961038961038963,0.2987012987012987,0.09090909090909094,0.2333333333333334,0.3,18,60,2.83522728131895,3.262175324925542,0.426948043606592
Qwen3.5-2B,tail,tail_3,Kanchipuram,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,4.125000039115548,1.625,-2.500000039115548
Qwen3.5-2B,tail,tail_3,Kanchipuram,d2,23,0.9565217391304348,0.391304347826087,0.5652173913043479,0.5909090909090909,0.5909090909090909,13,22,4.663043489381064,2.309782588755732,-2.3532609006253318
Qwen3.5-2B,tail,tail_3,Kanchipuram,d3,147,0.47619047619047616,0.36054421768707484,0.11564625850340132,0.2428571428571428,0.2571428571428571,18,70,2.910714285281094,3.9638605296025156,1.0531462443214217
Qwen3.5-2B,tail,tail_3,Kanchipuram,d4,614,0.2931596091205212,0.1970684039087948,0.0960912052117264,0.32777777777777783,0.4222222222222222,76,180,2.9578583106358387,4.002137627425475,1.0442793167896367
Qwen3.5-2B,tail,tail_3,Kanchipuram,d5,1000,0.287,0.227,0.05999999999999997,0.20905923344947727,0.30313588850174217,87,287,2.6511250023650357,4.102687497570521,1.4515624952054855
Qwen3.5-2B,tail,tail_4,Magadi,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,2.7500000819563866,4.875000166706741,2.1250000847503543
Qwen3.5-2B,tail,tail_4,Magadi,d2,23,0.9565217391304348,0.17391304347826086,0.782608695652174,0.8181818181818182,0.8181818181818182,18,22,4.663043489381064,1.527173905274021,-3.1358695841070428
Qwen3.5-2B,tail,tail_4,Magadi,d3,147,0.47619047619047616,0.3401360544217687,0.13605442176870747,0.2857142857142857,0.32857142857142857,23,70,2.910714285281094,2.278486383770795,-0.6322279015102987
Qwen3.5-2B,tail,tail_4,Magadi,d4,614,0.2931596091205212,0.1465798045602606,0.1465798045602606,0.5,0.5833333333333334,105,180,2.9578583106358387,2.3148412053153082,-0.6430171053205305
Qwen3.5-2B,tail,tail_4,Magadi,d5,1000,0.273,0.173,0.10000000000000003,0.3663003663003664,0.42857142857142855,117,273,2.605500002483197,2.0864375020090375,-0.5190625004741594
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,2,2,2.791666659216086,0.5833333532015482,-2.208333306014538
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,0.9166666666666666,0.625,0.29166666666666663,0.3181818181818182,0.3181818181818182,7,22,4.192708364144589,2.8281249822630343,-1.3645833818815545
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,0.5882352941176471,0.4957983193277311,0.09243697478991597,0.15714285714285714,0.2,14,70,3.683823542171471,3.6995798322392806,0.01575629006780943
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,0.2630597014925373,0.22761194029850745,0.03544776119402987,0.13475177304964545,0.28368794326241137,40,141,3.2506996200222535,3.6482042900363028,0.3975046700140492
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,0.281,0.254,0.027000000000000024,0.09608540925266912,0.199288256227758,56,281,2.772375000737375,3.334625000235519,0.5622499994981442
Qwen3.5-2B,tail,tail_6,Partition of India,d1,1,1.0,0.0,1.0,1.0,1.0,1,1,5.374999889172614,0.75,-4.624999889172614
Qwen3.5-2B,tail,tail_7,Balangero,d1,1,0.0,0.0,0.0,,,0,0,2.2499998956918716,3.0000001043081284,0.7500002086162567
Qwen3.5-2B,tail,tail_7,Balangero,d2,19,0.8421052631578947,0.8421052631578947,0.0,0.0,0.0,0,16,4.203947361803761,3.4999999726423994,-0.7039473891613612
Qwen3.5-2B,tail,tail_7,Balangero,d3,94,0.7872340425531915,0.7446808510638298,0.042553191489361764,0.05405405405405413,0.05405405405405406,4,74,3.972074472335504,3.5073138234271184,-0.46476064890838575
Qwen3.5-2B,tail,tail_7,Balangero,d4,558,0.2831541218637993,0.1881720430107527,0.0949820788530466,0.33544303797468356,0.4177215189873418,66,158,3.1489695278630596,4.212813622318769,1.063844094455709
Qwen3.5-2B,tail,tail_7,Balangero,d5,1000,0.303,0.272,0.030999999999999972,0.10231023102310222,0.20132013201320131,61,303,2.7258749990353244,2.959875001507258,0.23400000247193375
Qwen3.5-2B,tail,tail_8,Great Island,d1,2,0.0,0.0,0.0,,,0,0,1.3125000447034836,0.6250000149011612,-0.6875000298023224
Qwen3.5-2B,tail,tail_8,Great Island,d2,20,0.8,0.45,0.35000000000000003,0.4375,0.4375,7,16,3.031249988777563,1.8031250129512046,-1.2281249758263582
Qwen3.5-2B,tail,tail_8,Great Island,d3,75,0.56,0.3333333333333333,0.22666666666666674,0.4047619047619049,0.42857142857142855,18,42,3.615833359162013,2.07833333285021,-1.537500026311803
Qwen3.5-2B,tail,tail_8,Great Island,d4,381,0.29396325459317585,0.1732283464566929,0.12073490813648294,0.4107142857142857,0.4732142857142857,53,112,3.5754593189633415,2.5925196873663015,-0.98293963159704
Qwen3.5-2B,tail,tail_8,Great Island,d5,1000,0.31,0.218,0.092,0.2967741935483871,0.3935483870967742,122,310,2.6441250055052516,2.5841250016324993,-0.060000003872752394
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,0.0,0.0,0.0,,,0,0,9.999999770647264,0.125,-9.874999770647264
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,0.5454545454545454,0.36363636363636365,0.18181818181818177,0.33333333333333326,0.3333333333333333,2,6,1.568181810053912,1.6022727445445277,0.03409093449061573
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,0.2727272727272727,0.2545454545454545,0.018181818181818188,0.0666666666666667,0.4,6,15,2.7386363499078223,2.7409090865234083,0.002272736615585913
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,0.45161290322580644,0.1774193548387097,0.27419354838709675,0.6071428571428571,0.6428571428571429,54,84,3.620295698008743,2.0517473009490703,-1.5685483970596725
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,0.44035346097201766,0.2533136966126657,0.187039764359352,0.42474916387959866,0.4682274247491639,140,299,3.4357511052606005,2.1189248905985565,-1.316826214662044
Qwen3.5-9B,hub,hub_1,Australia,d1,17,0.8823529411764706,0.058823529411764705,0.8235294117647058,0.9333333333333333,0.9333333333333333,14,15,4.198529403218451,6.566176462868873,2.3676470596504213
Qwen3.5-9B,hub,hub_1,Australia,d2,117,0.47863247863247865,0.1794871794871795,0.2991452991452992,0.6250000000000001,0.625,35,56,3.69444441576946,2.521367515026369,-1.1730769007430912
Qwen3.5-9B,hub,hub_1,Australia,d3,528,0.4659090909090909,0.23484848484848486,0.23106060606060602,0.4959349593495934,0.540650406504065,133,246,3.645833330747433,1.9031723469507238,-1.7426609837967093
Qwen3.5-9B,hub,hub_1,Australia,d4,1000,0.414,0.253,0.16099999999999998,0.38888888888888884,0.42028985507246375,174,414,2.931500003029374,2.4034374982367006,-0.5280625047926732
